title,subtitle,date,txt,gif,pdf,openURL,index
Walter in Constantinople,"Eddy, Daniel C. (Daniel Clarke), 1823-1896","1868, c1864",https://archive.org/download/walterinconstant00eddy/walterinconstant00eddy_djvu.txt,https://archive.org/download/walterinconstant00eddy/walterinconstant00eddy.gif,https://archive.org/download/walterinconstant00eddy/walterinconstant00eddy.pdf,https://archive.org/details/walterinconstant00eddy,OLwalterinconstant00eddy.txt
"The prince of India, or, Why Constantinople fell","Wallace, Lew, 1827-1905",1893,https://archive.org/download/princeofindia01wallrich/princeofindia01wallrich_djvu.txt,https://archive.org/download/princeofindia01wallrich/princeofindia01wallrich.gif,https://archive.org/download/princeofindia01wallrich/princeofindia01wallrich.pdf,https://archive.org/details/princeofindia01wallrich,OLprinceofindia01wallrich.txt
"The prince of India; or, why Constantinople fell","Wallace, Lew, 1827-1905",[c1893],https://archive.org/download/princeofindiaorw00walliala/princeofindiaorw00walliala_djvu.txt,https://archive.org/download/princeofindiaorw00walliala/princeofindiaorw00walliala.gif,https://archive.org/download/princeofindiaorw00walliala/princeofindiaorw00walliala.pdf,https://archive.org/details/princeofindiaorw00walliala,OLprinceofindiaorw00walliala.txt
"Fasti romani, the civil and literary chronology of Rome and Constantinople from the death of Augustus to the death of Justin II","Clinton, Henry Fynes, 1781-1852",1845-50,https://archive.org/download/fastiromanicivil01clinuoft/fastiromanicivil01clinuoft_djvu.txt,,https://archive.org/download/fastiromanicivil01clinuoft/fastiromanicivil01clinuoft.pdf,https://archive.org/details/fastiromanicivil01clinuoft,OLfastiromanicivil01clinuoft.txt
Fifty years in Constantinople and recollections of Robert college,"Washburn, George, 1833-1915",1909,https://archive.org/download/fiftyyearsincons00wash/fiftyyearsincons00wash_djvu.txt,https://archive.org/download/fiftyyearsincons00wash/fiftyyearsincons00wash.gif,https://archive.org/download/fiftyyearsincons00wash/fiftyyearsincons00wash.pdf,https://archive.org/details/fiftyyearsincons00wash,OLfiftyyearsincons00wash.txt
Mahmoud,Mahmoud,1835,https://archive.org/download/mahmoud00mahmgoog/mahmoud00mahmgoog_djvu.txt,https://archive.org/download/mahmoud00mahmgoog/mahmoud00mahmgoog.gif,https://archive.org/download/mahmoud00mahmgoog/mahmoud00mahmgoog.pdf,https://archive.org/details/mahmoud00mahmgoog,OLmahmoud00mahmgoog.txt
Speaking of the Turks,"Mufty-Zade K. Zia, bey",[1922?],https://archive.org/download/speakingofturks00muftuoft/speakingofturks00muftuoft_djvu.txt,https://archive.org/download/speakingofturks00muftuoft/speakingofturks00muftuoft.gif,https://archive.org/download/speakingofturks00muftuoft/speakingofturks00muftuoft.pdf,https://archive.org/details/speakingofturks00muftuoft,OLspeakingofturks00muftuoft.txt
"Illustrated catalogue of antique Oriental weaves of rare and distinctive quality, fine old Persian faiences : Persian lacquers, arms, imperial jewels and other oriental treasures",American Art Association,1914,https://archive.org/download/illustratedcatal00amer_40/illustratedcatal00amer_40_djvu.txt,,https://archive.org/download/illustratedcatal00amer_40/illustratedcatal00amer_40.pdf,https://archive.org/details/illustratedcatal00amer_40,OLillustratedcatal00amer_40.txt
Constantinople,"Van Millingen, Alexander, 1840-1915",1906,https://archive.org/download/Constantinople1906/Constantinople1906_djvu.txt,https://archive.org/download/Constantinople1906/Constantinople1906.gif,https://archive.org/download/Constantinople1906/Constantinople1906.pdf,https://archive.org/details/Constantinople1906,OLConstantinople1906.txt
Constantinople painted by Warwick Goble,"Van Millingen, Alexander van",1906,https://archive.org/download/constantinoplepa00vanmuoft/constantinoplepa00vanmuoft_djvu.txt,https://archive.org/download/constantinoplepa00vanmuoft/constantinoplepa00vanmuoft.gif,https://archive.org/download/constantinoplepa00vanmuoft/constantinoplepa00vanmuoft.pdf,https://archive.org/details/constantinoplepa00vanmuoft,OLconstantinoplepa00vanmuoft.txt
Services at the seventy-fifth anniversary of the establishment of the American mission at Constantinople,,1906,https://archive.org/download/servicesatsevent0000unse/servicesatsevent0000unse_djvu.txt,,https://archive.org/download/servicesatsevent0000unse/servicesatsevent0000unse.pdf,https://archive.org/details/servicesatsevent0000unse,OLservicesatsevent0000unse.txt
The fall of Constantinople,"Neale, J. M. (John Mason), 1818-1866",1920,https://archive.org/download/fallofconstantin0000neal/fallofconstantin0000neal_djvu.txt,,https://archive.org/download/fallofconstantin0000neal/fallofconstantin0000neal.pdf,https://archive.org/details/fallofconstantin0000neal,OLfallofconstantin0000neal.txt
Letters from Constantinople,G. A. M. (Georgina Adelaide Müller),1897,https://archive.org/download/lettersfromconst00gamguoft/lettersfromconst00gamguoft_djvu.txt,https://archive.org/download/lettersfromconst00gamguoft/lettersfromconst00gamguoft.gif,https://archive.org/download/lettersfromconst00gamguoft/lettersfromconst00gamguoft.pdf,https://archive.org/details/lettersfromconst00gamguoft,OLlettersfromconst00gamguoft.txt
Constantinople,"De Amicis, Edmondo, 1846-1908",1878,https://archive.org/download/constantinople00deam/constantinople00deam_djvu.txt,https://archive.org/download/constantinople00deam/constantinople00deam.gif,https://archive.org/download/constantinople00deam/constantinople00deam.pdf,https://archive.org/details/constantinople00deam,OLconstantinople00deam.txt
Constantinople,"De Amicis, Edmondo, 1846-1908",[c1896],https://archive.org/download/constantinople01deam/constantinople01deam_djvu.txt,https://archive.org/download/constantinople01deam/constantinople01deam.gif,https://archive.org/download/constantinople01deam/constantinople01deam.pdf,https://archive.org/details/constantinople01deam,OLconstantinople01deam.txt
"Constantinople, old and new","Dwight, Harry Griswold, 1875-",1915,https://archive.org/download/constantinopleol00dwigrich/constantinopleol00dwigrich_djvu.txt,https://archive.org/download/constantinopleol00dwigrich/constantinopleol00dwigrich.gif,https://archive.org/download/constantinopleol00dwigrich/constantinopleol00dwigrich.pdf,https://archive.org/details/constantinopleol00dwigrich,OLconstantinopleol00dwigrich.txt
Constantinople,"De Amicis, Edmondo, 1846-1908",1878,https://archive.org/download/constantinople00deamiala/constantinople00deamiala_djvu.txt,https://archive.org/download/constantinople00deamiala/constantinople00deamiala.gif,https://archive.org/download/constantinople00deamiala/constantinople00deamiala.pdf,https://archive.org/details/constantinople00deamiala,OLconstantinople00deamiala.txt
Constantinople of to-day. Translated from the French,"Gautier, Théophile, 1811-1872",1854,https://archive.org/download/constantinopleof00gaut/constantinopleof00gaut_djvu.txt,https://archive.org/download/constantinopleof00gaut/constantinopleof00gaut.gif,https://archive.org/download/constantinopleof00gaut/constantinopleof00gaut.pdf,https://archive.org/details/constantinopleof00gaut,OLconstantinopleof00gaut.txt
Constantinople,"Gautier, Théophile, 1811-1872",1901,https://archive.org/download/constantinople10gaut/constantinople10gaut_djvu.txt,https://archive.org/download/constantinople10gaut/constantinople10gaut.gif,https://archive.org/download/constantinople10gaut/constantinople10gaut.pdf,https://archive.org/details/constantinople10gaut,OLconstantinople10gaut.txt
Constantinople. Illustrated by Edwin L. Weeks,"Crawford, F. Marion (Francis Marion), 1854-1909",1895,https://archive.org/download/constantinopleil00crawuoft/constantinopleil00crawuoft_djvu.txt,https://archive.org/download/constantinopleil00crawuoft/constantinopleil00crawuoft.gif,https://archive.org/download/constantinopleil00crawuoft/constantinopleil00crawuoft.pdf,https://archive.org/details/constantinopleil00crawuoft,OLconstantinopleil00crawuoft.txt
"Handbook for travellers in Constantinople, Brûsa, and the Troad : with maps and plans",,1900,https://archive.org/download/handbookfortrave0000unse_y2c7/handbookfortrave0000unse_y2c7_djvu.txt,,https://archive.org/download/handbookfortrave0000unse_y2c7/handbookfortrave0000unse_y2c7.pdf,https://archive.org/details/handbookfortrave0000unse_y2c7,OLhandbookfortrave0000unse_y2c7.txt
An epitome of the civil and literary chronology of Rome and Constantinople from the death of Augustus to the death of Heraclitus;,"Clinton, Henry Fynes, 1781-1852",1853,https://archive.org/download/epitomeofcivilli00clinuoft/epitomeofcivilli00clinuoft_djvu.txt,https://archive.org/download/epitomeofcivilli00clinuoft/epitomeofcivilli00clinuoft.gif,https://archive.org/download/epitomeofcivilli00clinuoft/epitomeofcivilli00clinuoft.pdf,https://archive.org/details/epitomeofcivilli00clinuoft,OLepitomeofcivilli00clinuoft.txt
"Constantinople, old and new","Dwight, Harrison Griswold, 1875-",1915,https://archive.org/download/constantinopleol00dwig/constantinopleol00dwig_djvu.txt,https://archive.org/download/constantinopleol00dwig/constantinopleol00dwig.gif,https://archive.org/download/constantinopleol00dwig/constantinopleol00dwig.pdf,https://archive.org/details/constantinopleol00dwig,OLconstantinopleol00dwig.txt
"Blue and green, or, The gift of God : a romance of Old Constantinople","Pottinger, Henry, Sir, 1789-1856",1879,https://archive.org/download/bluegreenorgifto01pott/bluegreenorgifto01pott_djvu.txt,https://archive.org/download/bluegreenorgifto01pott/bluegreenorgifto01pott.gif,https://archive.org/download/bluegreenorgifto01pott/bluegreenorgifto01pott.pdf,https://archive.org/details/bluegreenorgifto01pott,OLbluegreenorgifto01pott.txt
"Forty years in Constantinople, recollections, 1873-1915","Pears, Edwin, Sir, 1835-1919",1916,https://archive.org/download/fortyyearsincons00pearuoft/fortyyearsincons00pearuoft_djvu.txt,https://archive.org/download/fortyyearsincons00pearuoft/fortyyearsincons00pearuoft.gif,https://archive.org/download/fortyyearsincons00pearuoft/fortyyearsincons00pearuoft.pdf,https://archive.org/details/fortyyearsincons00pearuoft,OLfortyyearsincons00pearuoft.txt
American medical work in Turkey,,1905,https://archive.org/download/americanmedicalw00unse/americanmedicalw00unse_djvu.txt,https://archive.org/download/americanmedicalw00unse/americanmedicalw00unse.gif,https://archive.org/download/americanmedicalw00unse/americanmedicalw00unse.pdf,https://archive.org/details/americanmedicalw00unse,OLamericanmedicalw00unse.txt
"Blue and green, or, The gift of God : a romance of Old Constantinople","Pottinger, Henry, Sir, 1789-1856",1879,https://archive.org/download/bluegreenorgifto02pott/bluegreenorgifto02pott_djvu.txt,https://archive.org/download/bluegreenorgifto02pott/bluegreenorgifto02pott.gif,https://archive.org/download/bluegreenorgifto02pott/bluegreenorgifto02pott.pdf,https://archive.org/details/bluegreenorgifto02pott,OLbluegreenorgifto02pott.txt
"Constantinople to-day; or, The pathfinder survey of Constantinople; a study in oriental social life","Johnson, Clarence Richard, 1886- ed",1922,https://archive.org/download/constantinopleto1922john/constantinopleto1922john_djvu.txt,https://archive.org/download/constantinopleto1922john/constantinopleto1922john.gif,https://archive.org/download/constantinopleto1922john/constantinopleto1922john.pdf,https://archive.org/details/constantinopleto1922john,OLconstantinopleto1922john.txt
"The antiquities of Constantinople : with a description of its situation, the conveniencies of its port, its publick buildings, the statuary, sculpture, architecture, and other curiosities of that city : with cuts explaining the chief of them : in four books","Gilles, Pierre, 1490-1555",1729,https://archive.org/download/antiquitiesofcon00gill/antiquitiesofcon00gill_djvu.txt,https://archive.org/download/antiquitiesofcon00gill/antiquitiesofcon00gill.gif,https://archive.org/download/antiquitiesofcon00gill/antiquitiesofcon00gill.pdf,https://archive.org/details/antiquitiesofcon00gill,OLantiquitiesofcon00gill.txt
"Forty years in the Turkish empire, or, Memoirs of Rev. William Goodell, D.D. : late missionary of the A.B.C.F.M. at Constantinople","Goodell, William, 1792-1867",1877,https://archive.org/download/fortyyearsintur00goodgoog/fortyyearsintur00goodgoog_djvu.txt,https://archive.org/download/fortyyearsintur00goodgoog/fortyyearsintur00goodgoog.gif,https://archive.org/download/fortyyearsintur00goodgoog/fortyyearsintur00goodgoog.pdf,https://archive.org/details/fortyyearsintur00goodgoog,OLfortyyearsintur00goodgoog.txt
"Fifty years in Constantinople, and recollections of Robert college","Washburn, George, 1833-1915",1911,https://archive.org/download/fiftyyearsincons00washuoft/fiftyyearsincons00washuoft_djvu.txt,https://archive.org/download/fiftyyearsincons00washuoft/fiftyyearsincons00washuoft.gif,https://archive.org/download/fiftyyearsincons00washuoft/fiftyyearsincons00washuoft.pdf,https://archive.org/details/fiftyyearsincons00washuoft,OLfiftyyearsincons00washuoft.txt
The beauties of the Bosphorus,"Pardoe, Julia, 1806-1862",1838,https://archive.org/download/beautiesofbospho00parduoft/beautiesofbospho00parduoft_djvu.txt,https://archive.org/download/beautiesofbospho00parduoft/beautiesofbospho00parduoft.gif,https://archive.org/download/beautiesofbospho00parduoft/beautiesofbospho00parduoft.pdf,https://archive.org/details/beautiesofbospho00parduoft,OLbeautiesofbospho00parduoft.txt
"Three years in Constantinople : or, Domestic manners of the Turks in 1844","White, Charles",1846,https://archive.org/download/dli.ministry.06720/10526.E13055_Three_Years_In_Constantinople_or_Domestic_Manners_Of_the_Turks_In_1844_djvu.txt,,https://archive.org/download/dli.ministry.06720/10526.E13055_Three_Years_In_Constantinople_or_Domestic_Manners_Of_the_Turks_In_1844.pdf,https://archive.org/details/dli.ministry.06720,OLdli.ministry.06720.txt
The beauties of the Bosphorus,"Pardoe, Miss (Julia), 1806-1862",1855,https://archive.org/download/beautiesofbospho00pard/beautiesofbospho00pard_djvu.txt,https://archive.org/download/beautiesofbospho00pard/beautiesofbospho00pard.gif,https://archive.org/download/beautiesofbospho00pard/beautiesofbospho00pard.pdf,https://archive.org/details/beautiesofbospho00pard,OLbeautiesofbospho00pard.txt
"Forty years in the Turkish empire : or, Memoirs of Rev. William Goodell, D.D., late missionary of the A.B.C.F.M. at Constantinople","Goodell, William, 1792-1878",1877,https://archive.org/download/fortyyearsinturk00good/fortyyearsinturk00good_djvu.txt,https://archive.org/download/fortyyearsinturk00good/fortyyearsinturk00good.gif,https://archive.org/download/fortyyearsinturk00good/fortyyearsinturk00good.pdf,https://archive.org/details/fortyyearsinturk00good,OLfortyyearsinturk00good.txt
